loaded_at;fixed acidity;quality;chlorides;pH;citric acid;residual sugar;sulphates;wine_id;volatile acidity;total sulfur dioxide;density;free sulfur dioxide;alcohol
2024-07-18T09:10:29.271741+UTC;6.8;5;0.099;3.28;0.12;3.8;0.61;970091788;0.63;126.0;0.9969;16.0;9.5
2024-07-18T09:10:29.271741+UTC;7.6;5;0.071;3.28;0.21;2.2;0.55;60054589;0.55;28.0;0.9964;7.0;9.7
2024-07-18T09:10:29.271741+UTC;7.6;5;0.071;3.28;0.21;2.2;0.55;60054589;0.55;28.0;0.9964;7.0;9.7
2024-07-18T09:10:29.271741+UTC;7.8;5;0.074;3.25;0.33;2.0;0.54;1476443295;0.59;120.0;0.9968;24.0;9.4
2024-07-18T09:10:29.271741+UTC;7.3;5;0.074;3.46;0.3;2.4;0.59;1476153435;0.58;55.0;0.9968;15.0;10.2
2024-07-18T09:10:29.271741+UTC;11.5;6;0.067;3.11;0.6;2.0;0.97;4082519716;0.3;27.0;0.9981;12.0;10.1
2024-07-18T09:10:29.271741+UTC;5.4;7;0.046;3.57;0.08;1.2;0.85;2126291422;0.835;93.0;0.9924;13.0;13.0
2024-07-18T09:10:29.271741+UTC;6.9;4;0.061;3.51;0.06;2.1;0.43;261606921;1.09;31.0;0.9948;12.0;11.4
2024-07-18T09:10:29.271741+UTC;9.6;7;0.056;3.22;0.47;1.4;0.82;1370728295;0.32;24.0;0.99695;9.0;10.3
2024-07-18T09:10:29.271741+UTC;8.8;5;0.097;3.04;0.48;2.1;1.03;2127272145;0.37;145.0;0.9975;39.0;9.3
2024-07-18T09:10:29.271741+UTC;6.8;5;0.075;3.36;0.11;1.5;0.79;615443990;0.5;49.0;0.99545;16.0;9.5
2024-07-18T09:10:29.271741+UTC;7.0;5;0.088;3.34;0.35;1.6;0.55;2966838961;0.42;39.0;0.9961;16.0;9.2
2024-07-18T09:10:29.271741+UTC;7.0;6;0.089;3.34;0.36;1.6;0.56;1112832318;0.43;37.0;0.99615;14.0;9.2
2024-07-18T09:10:29.271741+UTC;12.8;7;0.095;3.2;0.74;2.6;0.77;4268746496;0.3;28.0;0.9994;9.0;10.8
2024-07-18T09:10:29.271741+UTC;12.8;7;0.095;3.2;0.74;2.6;0.77;4268746496;0.3;28.0;0.9994;9.0;10.8
2024-07-18T09:10:29.271741+UTC;7.8;5;0.069;3.29;0.31;1.8;0.53;282004089;0.57;120.0;0.99625;26.0;9.3
2024-07-18T09:10:29.271741+UTC;7.8;5;0.1;3.22;0.28;2.7;0.67;2674647915;0.44;95.0;0.9966;18.0;9.4
2024-07-18T09:10:29.271741+UTC;11.0;7;0.054;3.31;0.58;2.1;0.88;2060676982;0.3;19.0;0.998;7.0;10.5
2024-07-18T09:10:29.271741+UTC;9.7;6;0.039;3.3;0.6;2.0;0.86;1277415103;0.53;19.0;0.99585;5.0;12.4
2024-07-18T09:10:29.271741+UTC;8.0;6;0.083;3.35;0.24;2.8;0.56;197819569;0.725;62.0;0.99685;10.0;10.0
2024-07-18T09:10:29.271741+UTC;11.6;6;0.059;3.21;0.64;2.1;0.67;3192367511;0.44;15.0;0.998;5.0;10.2
2024-07-18T09:10:29.271741+UTC;8.2;5;0.06;3.3;0.26;2.2;0.43;3980543672;0.57;65.0;0.9959;28.0;10.1
2024-07-18T09:10:29.271741+UTC;7.8;6;0.092;3.24;0.08;2.4;0.71;3562928080;0.735;41.0;0.9974;10.0;9.8
2024-07-18T09:10:29.271741+UTC;7.0;5;0.06;3.34;0.49;5.6;0.76;3856669046;0.49;121.0;0.9974;26.0;10.5
2024-07-18T09:10:29.271741+UTC;8.7;5;0.101;3.14;0.16;2.0;0.57;3350782123;0.625;49.0;0.9962;13.0;11.0
2024-07-18T09:10:29.271741+UTC;8.1;5;0.072;3.36;0.22;2.2;0.55;3083718517;0.725;41.0;0.9967;11.0;9.1
2024-07-18T09:10:29.271741+UTC;7.5;5;0.076;3.39;0.19;1.9;0.54;4285746128;0.49;44.0;0.9957;10.0;9.7
2024-07-18T09:10:29.271741+UTC;7.8;5;0.08;3.3;0.33;2.4;0.6;1398710766;0.53;144.0;0.99655;24.0;9.5
2024-07-18T09:10:29.271741+UTC;7.8;6;0.082;3.34;0.37;2.0;0.59;878294190;0.34;58.0;0.9964;24.0;9.4
2024-07-18T09:10:29.271741+UTC;7.4;5;0.101;3.15;0.26;2.0;0.57;1837528671;0.53;72.0;0.9957;16.0;9.4
2024-07-18T09:10:29.271741+UTC;6.8;5;0.057;3.42;0.04;1.5;0.6;1903677719;0.61;10.0;0.99525;5.0;9.5
2024-07-18T09:10:29.271741+UTC;8.6;6;0.083;3.28;0.25;2.0;0.6;1604643067;0.645;28.0;0.99815;8.0;10.0
2024-07-18T09:10:29.271741+UTC;8.4;4;0.089;3.31;0.36;2.0;0.57;1208418757;0.635;55.0;0.99745;15.0;10.4
2024-07-18T09:10:29.271741+UTC;7.7;6;0.073;3.37;0.25;2.6;0.58;1648205300;0.43;63.0;0.99615;29.0;10.5
2024-07-18T09:10:29.271741+UTC;8.9;6;0.337;3.04;0.5;2.0;1.61;3072053762;0.59;81.0;0.9964;27.0;9.5
2024-07-18T09:10:29.271741+UTC;9.0;5;0.089;3.39;0.14;2.6;0.63;3457833750;0.82;23.0;0.9984;9.0;9.8
2024-07-18T09:10:29.271741+UTC;7.7;6;0.073;3.37;0.25;2.6;0.58;1648205300;0.43;63.0;0.99615;29.0;10.5
2024-07-18T09:10:29.271741+UTC;6.9;5;0.081;3.46;0.25;2.6;0.5;3509136108;0.52;37.0;0.99685;10.0;11.0
2024-07-18T09:10:29.271741+UTC;5.2;7;0.054;3.54;0.04;1.6;0.62;3622312250;0.48;106.0;0.9927;19.0;12.2
2024-07-18T09:10:29.271741+UTC;8.0;6;0.078;3.37;0.06;1.8;0.52;1611904104;0.38;49.0;0.99625;12.0;9.9
2024-07-18T09:10:29.271741+UTC;8.5;6;0.09;3.34;0.2;2.8;0.7;645329638;0.37;58.0;0.998;18.0;9.6
2024-07-18T09:10:29.271741+UTC;6.9;5;0.081;3.46;0.25;2.6;0.5;3509136108;0.52;37.0;0.99685;10.0;11.0
2024-07-18T09:10:29.271741+UTC;8.2;6;0.065;3.32;0.09;2.3;0.55;1646370339;1.0;37.0;0.99685;7.0;9.0
2024-07-18T09:10:29.271741+UTC;7.2;6;0.097;3.37;0.0;1.9;0.58;3346219394;0.63;38.0;0.99675;14.0;9.0
2024-07-18T09:10:29.271741+UTC;7.2;6;0.097;3.37;0.0;1.9;0.58;3346219394;0.63;38.0;0.99675;14.0;9.0
2024-07-18T09:10:29.271741+UTC;7.2;6;0.097;3.37;0.0;1.9;0.58;1240152822;0.645;39.0;0.99675;15.0;9.2
2024-07-18T09:10:29.271741+UTC;7.2;6;0.097;3.37;0.0;1.9;0.58;3346219394;0.63;38.0;0.99675;14.0;9.0
2024-07-18T09:10:29.271741+UTC;8.2;6;0.065;3.32;0.09;2.3;0.55;1646370339;1.0;37.0;0.99685;7.0;9.0
2024-07-18T09:10:29.271741+UTC;8.9;5;0.263;3.0;0.37;1.7;1.09;182384010;0.635;62.0;0.9971;5.0;9.3
2024-07-18T09:10:29.271741+UTC;12.0;6;0.093;3.14;0.56;2.1;0.71;3894870608;0.38;24.0;0.99925;6.0;10.9
2024-07-18T09:10:29.271741+UTC;7.7;6;0.102;3.08;0.1;1.8;0.49;4017180404;0.58;109.0;0.99565;28.0;9.8
2024-07-18T09:10:29.271741+UTC;15.0;7;0.075;3.07;0.44;2.2;0.84;651841260;0.21;24.0;1.00005;10.0;9.2
2024-07-18T09:10:29.271741+UTC;15.0;7;0.075;3.07;0.44;2.2;0.84;651841260;0.21;24.0;1.00005;10.0;9.2
2024-07-18T09:10:29.271741+UTC;7.3;6;0.084;3.61;0.0;2.0;0.96;2744126795;0.66;23.0;0.9983;6.0;9.9
2024-07-18T09:10:29.271741+UTC;7.1;5;0.075;3.38;0.07;1.9;0.52;2279167393;0.68;51.0;0.99685;16.0;9.5
2024-07-18T09:10:29.271741+UTC;8.2;5;0.072;3.2;0.17;2.3;0.45;3244083590;0.6;73.0;0.9963;11.0;9.3
2024-07-18T09:10:29.271741+UTC;7.7;6;0.074;3.35;0.06;1.7;0.48;2634470699;0.53;39.0;0.99615;9.0;9.8
2024-07-18T09:10:29.271741+UTC;7.3;6;0.084;3.61;0.0;2.0;0.96;2744126795;0.66;23.0;0.9983;6.0;9.9
2024-07-18T09:10:29.271741+UTC;10.8;6;0.063;3.22;0.44;1.6;0.78;1775060209;0.32;37.0;0.9985;16.0;10.0
2024-07-18T09:10:29.271741+UTC;7.1;6;0.074;3.47;0.0;1.8;0.7;781416674;0.6;34.0;0.9972;16.0;9.9
2024-07-18T09:10:29.271741+UTC;11.1;5;0.09;3.17;0.48;3.1;0.53;1524137656;0.35;21.0;0.9986;5.0;10.5
2024-07-18T09:10:29.271741+UTC;7.7;5;0.092;3.23;0.42;1.9;0.59;1841362202;0.775;86.0;0.9959;8.0;9.5
2024-07-18T09:10:29.271741+UTC;7.1;6;0.074;3.47;0.0;1.8;0.7;781416674;0.6;34.0;0.9972;16.0;9.9
2024-07-18T09:10:29.271741+UTC;8.0;5;0.073;3.26;0.23;3.2;0.57;2542887399;0.57;119.0;0.99675;17.0;9.3
2024-07-18T09:10:29.271741+UTC;9.4;5;0.075;3.22;0.37;2.2;0.62;303654341;0.34;13.0;0.998;5.0;9.2
2024-07-18T09:10:29.271741+UTC;6.6;5;0.075;3.49;0.0;2.1;0.67;345828840;0.695;56.0;0.9968;12.0;9.2
2024-07-18T09:10:29.271741+UTC;7.7;5;0.611;3.06;0.76;1.8;1.26;3626671822;0.41;45.0;0.9968;8.0;9.4
2024-07-18T09:10:29.271741+UTC;10.0;7;0.085;3.36;0.47;2.6;0.8;3555944223;0.31;33.0;0.99965;14.0;10.5
2024-07-18T09:10:29.271741+UTC;7.9;5;0.077;3.29;0.23;1.7;0.65;1265446413;0.33;45.0;0.99625;18.0;9.3
2024-07-18T09:10:29.271741+UTC;7.0;4;0.087;3.35;0.04;2.0;0.6;625551393;0.975;67.0;0.99565;12.0;9.4
2024-07-18T09:10:29.271741+UTC;8.0;5;0.07;3.34;0.03;1.7;0.57;527550617;0.52;35.0;0.99575;10.0;10.0
2024-07-18T09:10:29.271741+UTC;7.9;5;0.077;3.28;0.23;1.8;0.67;2051410470;0.37;49.0;0.9963;23.0;9.3
2024-07-18T09:10:29.271741+UTC;12.5;5;0.064;3.08;0.49;2.4;0.87;882975943;0.56;27.0;0.9999;5.0;10.9
2024-07-18T09:10:29.271741+UTC;11.8;7;0.071;3.2;0.52;1.8;0.72;2528533656;0.26;10.0;0.9968;6.0;10.2
2024-07-18T09:10:29.271741+UTC;8.1;4;0.096;3.6;0.0;3.3;0.72;758011267;0.87;61.0;1.00025;26.0;9.8
2024-07-18T09:10:29.271741+UTC;7.9;8;0.078;3.35;0.46;3.6;0.86;2947150027;0.35;37.0;0.9973;15.0;12.8
2024-07-18T09:10:29.271741+UTC;6.9;6;0.077;3.69;0.04;3.0;0.91;730600658;0.54;27.0;0.9987;7.0;9.4
2024-07-18T09:10:29.271741+UTC;11.5;6;0.104;3.28;0.51;4.0;0.97;3642087753;0.18;23.0;0.9996;4.0;10.1
2024-07-18T09:10:29.271741+UTC;7.9;6;0.087;3.36;0.06;4.0;0.67;2828617928;0.545;61.0;0.9965;27.0;10.7
2024-07-18T09:10:29.271741+UTC;11.5;6;0.104;3.28;0.51;4.0;0.97;3642087753;0.18;23.0;0.9996;4.0;10.1
2024-07-18T09:10:29.271741+UTC;10.9;5;0.071;3.22;0.58;4.0;0.78;3488780611;0.37;65.0;0.99935;17.0;10.1
2024-07-18T09:10:29.271741+UTC;8.4;5;0.076;3.31;0.2;2.4;0.64;312207568;0.715;38.0;0.99735;10.0;9.4
2024-07-18T09:10:29.271741+UTC;7.5;5;0.088;3.38;0.18;7.0;0.77;3826625688;0.65;94.0;0.99915;27.0;9.4
2024-07-18T09:10:29.271741+UTC;7.9;6;0.087;3.36;0.06;4.0;0.67;2828617928;0.545;61.0;0.9965;27.0;10.7
2024-07-18T09:10:29.271741+UTC;6.9;6;0.077;3.69;0.04;3.0;0.91;730600658;0.54;27.0;0.9987;7.0;9.4
2024-07-18T09:10:29.271741+UTC;11.5;6;0.104;3.28;0.51;4.0;0.97;3642087753;0.18;23.0;0.9996;4.0;10.1
2024-07-18T09:10:29.271741+UTC;10.3;8;0.073;3.23;0.45;6.4;0.82;3021173922;0.32;13.0;0.9976;5.0;12.6
2024-07-18T09:10:29.271741+UTC;8.9;7;0.087;3.38;0.32;5.6;0.77;3006813035;0.4;47.0;0.9991;10.0;10.5
2024-07-18T09:10:29.271741+UTC;11.4;6;0.071;3.12;0.44;3.6;0.82;4062333096;0.26;19.0;0.9986;6.0;9.3
2024-07-18T09:10:29.271741+UTC;7.7;7;0.358;3.25;0.68;3.5;1.08;869487387;0.27;10.0;0.9972;5.0;9.9
2024-07-18T09:10:29.271741+UTC;7.6;5;0.067;3.36;0.12;3.0;0.57;709683062;0.52;53.0;0.9971;12.0;9.1
2024-07-18T09:10:29.271741+UTC;8.9;7;0.087;3.38;0.32;5.6;0.77;3006813035;0.4;47.0;0.9991;10.0;10.5
2024-07-18T09:10:29.271741+UTC;9.9;5;0.102;3.31;0.07;3.4;0.71;537073032;0.59;71.0;1.00015;32.0;9.8
2024-07-18T09:10:29.271741+UTC;9.9;5;0.102;3.31;0.07;3.4;0.71;537073032;0.59;71.0;1.00015;32.0;9.8
2024-07-18T09:10:29.271741+UTC;12.0;6;0.073;3.1;0.55;2.0;0.76;1436846887;0.45;49.0;0.9997;25.0;10.3
2024-07-18T09:10:29.271741+UTC;7.5;6;0.092;3.37;0.12;3.0;0.7;9133034;0.4;53.0;0.9967;29.0;10.3
2024-07-18T09:10:29.271741+UTC;8.7;7;0.091;3.34;0.09;2.5;0.86;675753454;0.52;49.0;0.9976;20.0;10.6
2024-07-18T09:10:29.271741+UTC;11.6;5;0.105;3.2;0.53;3.3;0.95;1059554220;0.42;98.0;1.001;33.0;9.2
2024-07-18T09:10:29.271741+UTC;8.7;7;0.091;3.34;0.09;2.5;0.86;675753454;0.52;49.0;0.9976;20.0;10.6
2024-07-18T09:10:29.271741+UTC;11.0;5;0.343;3.3;0.48;2.0;0.71;2275546349;0.2;18.0;0.9979;6.0;10.5
2024-07-18T09:10:29.271741+UTC;10.4;6;0.091;3.22;0.23;2.7;0.64;945875415;0.55;48.0;0.9994;18.0;10.3
2024-07-18T09:10:29.271741+UTC;6.9;6;0.098;3.41;0.25;2.4;0.6;4142649327;0.36;16.0;0.9964;5.0;10.1
2024-07-18T09:10:29.271741+UTC;13.3;6;0.094;3.05;0.52;3.2;0.81;2932480065;0.34;53.0;1.0014;17.0;9.5
2024-07-18T09:10:29.271741+UTC;10.8;5;0.073;3.05;0.46;2.5;0.64;2400246293;0.5;27.0;1.0001;5.0;9.5
2024-07-18T09:10:29.271741+UTC;10.6;5;0.086;3.16;0.37;2.6;0.52;3883820747;0.83;70.0;0.9981;26.0;9.9
2024-07-18T09:10:29.271741+UTC;7.1;5;0.083;3.67;0.06;2.0;0.73;1080606864;0.63;29.0;0.99855;8.0;9.6
2024-07-18T09:10:29.271741+UTC;7.2;5;0.094;3.67;0.02;2.3;0.8;788734093;0.65;31.0;0.9993;5.0;9.7
2024-07-18T09:10:29.271741+UTC;6.9;5;0.08;3.68;0.06;2.1;0.71;513853490;0.67;33.0;0.99845;8.0;9.6
2024-07-18T09:10:29.271741+UTC;7.5;6;0.086;3.38;0.06;2.6;0.59;2724695717;0.53;44.0;0.9965;20.0;10.7
2024-07-18T09:10:29.271741+UTC;11.1;6;0.068;3.22;0.48;1.5;0.64;4228122415;0.18;15.0;0.9973;7.0;10.1
2024-07-18T09:10:29.271741+UTC;8.3;5;0.092;3.51;0.12;2.6;0.72;939550871;0.705;28.0;0.9994;12.0;10.0
2024-07-18T09:10:29.271741+UTC;7.4;5;0.186;3.39;0.12;1.6;0.54;1622286663;0.67;21.0;0.996;5.0;9.5
2024-07-18T09:10:29.271741+UTC;8.4;5;0.112;3.2;0.6;2.1;0.52;3299318291;0.65;90.0;0.9973;12.0;9.2
2024-07-18T09:10:29.271741+UTC;10.3;6;0.063;3.12;0.48;2.5;0.59;3089247372;0.53;25.0;0.9998;6.0;9.3
2024-07-18T09:10:29.271741+UTC;7.6;5;0.082;3.36;0.32;2.2;0.52;3621841224;0.62;54.0;0.9966;7.0;9.4
2024-07-18T09:10:29.271741+UTC;10.3;6;0.213;3.19;0.42;2.4;0.62;3217894137;0.41;14.0;0.9994;6.0;9.5
2024-07-18T09:10:29.271741+UTC;10.3;6;0.214;3.19;0.44;2.4;0.63;3633528101;0.43;12.0;0.9994;5.0;9.5
2024-07-18T09:10:29.271741+UTC;7.4;6;0.062;3.41;0.38;1.7;0.53;1943900079;0.29;30.0;0.9968;9.0;9.5
2024-07-18T09:10:29.271741+UTC;10.3;6;0.063;3.12;0.48;2.5;0.59;3089247372;0.53;25.0;0.9998;6.0;9.3
2024-07-18T09:10:29.271741+UTC;7.9;6;0.072;3.27;0.24;2.0;0.54;343673721;0.53;105.0;0.996;15.0;9.4
2024-07-18T09:10:29.271741+UTC;9.0;6;0.093;3.32;0.31;2.8;0.63;4048343869;0.46;98.0;0.99815;19.0;9.5
2024-07-18T09:10:29.271741+UTC;8.6;5;0.076;3.3;0.3;3.0;0.53;1141951695;0.47;135.0;0.9976;30.0;9.4
2024-07-18T09:10:29.271741+UTC;7.4;5;0.087;3.39;0.29;2.6;0.68;1570714597;0.36;72.0;0.99645;26.0;11.0
2024-07-18T09:10:29.271741+UTC;7.1;6;0.096;3.42;0.29;2.5;0.65;3596257588;0.35;53.0;0.9962;20.0;11.0
2024-07-18T09:10:29.271741+UTC;9.6;5;0.102;3.3;0.23;3.4;0.65;1048877180;0.56;92.0;0.9996;37.0;10.1
2024-07-18T09:10:29.271741+UTC;9.6;6;0.082;3.3;0.12;2.9;0.64;1553534933;0.77;74.0;0.99865;30.0;10.4
2024-07-18T09:10:29.271741+UTC;9.8;7;0.083;3.37;0.39;3.2;0.71;3922016208;0.66;59.0;0.9989;21.0;11.5
2024-07-18T09:10:29.271741+UTC;9.6;6;0.082;3.3;0.12;2.9;0.64;1553534933;0.77;74.0;0.99865;30.0;10.4
2024-07-18T09:10:29.271741+UTC;9.8;7;0.083;3.37;0.39;3.2;0.71;3922016208;0.66;59.0;0.9989;21.0;11.5
2024-07-18T09:10:29.271741+UTC;9.3;5;0.09;3.24;0.26;3.4;0.62;2492287180;0.61;87.0;0.99975;25.0;9.7
2024-07-18T09:10:29.271741+UTC;7.8;5;0.079;3.29;0.05;2.3;0.63;745733232;0.62;18.0;0.99735;6.0;9.3
2024-07-18T09:10:29.271741+UTC;10.3;6;0.09;3.28;0.42;2.8;0.7;1841785398;0.59;73.0;0.999;35.0;9.5
2024-07-18T09:10:29.271741+UTC;10.0;6;0.071;3.16;0.2;11.0;0.69;1802698634;0.49;50.0;1.0015;13.0;9.2
2024-07-18T09:10:29.271741+UTC;10.0;6;0.071;3.16;0.2;11.0;0.69;1802698634;0.49;50.0;1.0015;13.0;9.2
2024-07-18T09:10:29.271741+UTC;11.6;7;0.121;3.05;0.66;3.65;0.74;2178100069;0.53;14.0;0.9978;6.0;11.5
2024-07-18T09:10:29.271741+UTC;10.3;5;0.107;3.28;0.5;4.5;0.83;2700101874;0.44;13.0;0.998;5.0;11.5
2024-07-18T09:10:29.271741+UTC;13.4;6;0.082;3.16;0.62;2.6;0.67;1634124728;0.27;21.0;1.0002;6.0;9.7
2024-07-18T09:10:29.271741+UTC;10.7;5;0.061;3.18;0.39;2.0;0.62;1612917523;0.46;15.0;0.9981;7.0;9.5
2024-07-18T09:10:29.271741+UTC;10.2;6;0.122;3.23;0.64;2.9;0.66;1698553514;0.36;41.0;0.998;10.0;12.5
2024-07-18T09:10:29.271741+UTC;10.2;6;0.122;3.23;0.64;2.9;0.66;1698553514;0.36;41.0;0.998;10.0;12.5
2024-07-18T09:10:29.271741+UTC;8.0;6;0.066;3.22;0.28;3.2;0.54;29833210;0.58;114.0;0.9973;21.0;9.4
2024-07-18T09:10:29.271741+UTC;8.4;5;0.105;3.13;0.08;2.1;0.52;3069733376;0.56;44.0;0.9958;16.0;11.0
2024-07-18T09:10:29.271741+UTC;7.9;7;0.078;3.34;0.01;2.5;0.74;2891808075;0.65;38.0;0.9963;17.0;11.7
2024-07-18T09:10:29.271741+UTC;11.9;7;0.128;3.17;0.53;3.4;0.84;2098423057;0.695;21.0;0.9992;7.0;12.2
2024-07-18T09:10:29.271741+UTC;8.9;6;0.052;3.35;0.45;1.9;0.7;3400969220;0.43;16.0;0.9948;6.0;12.5
2024-07-18T09:10:29.271741+UTC;7.8;5;0.08;3.31;0.32;2.8;0.64;1008908399;0.43;58.0;0.9974;29.0;10.3
2024-07-18T09:10:29.271741+UTC;12.4;6;0.103;3.16;0.58;3.0;1.0;2783725788;0.49;99.0;1.0008;28.0;11.5
2024-07-18T09:10:29.271741+UTC;12.5;7;0.082;3.11;0.54;2.3;1.36;2054487276;0.28;29.0;0.9997;12.0;9.8
2024-07-18T09:10:29.271741+UTC;12.2;6;0.066;3.12;0.5;2.4;1.18;69181909;0.34;21.0;1.0;10.0;9.2
2024-07-18T09:10:29.271741+UTC;10.6;6;0.065;3.21;0.48;2.7;0.87;685167037;0.42;18.0;0.9972;5.0;11.3
2024-07-18T09:10:29.271741+UTC;10.9;6;0.118;3.3;0.47;1.8;0.75;1464925018;0.39;14.0;0.9982;6.0;9.8
2024-07-18T09:10:29.271741+UTC;10.9;6;0.118;3.3;0.47;1.8;0.75;1464925018;0.39;14.0;0.9982;6.0;9.8
2024-07-18T09:10:29.271741+UTC;11.9;6;0.082;3.12;0.5;2.6;0.78;878609336;0.57;32.0;1.0006;6.0;10.7
2024-07-18T09:10:29.271741+UTC;7.0;5;0.067;3.6;0.0;1.9;0.81;2351089409;0.685;63.0;0.9979;40.0;9.9
2024-07-18T09:10:29.271741+UTC;6.6;7;0.072;3.58;0.02;2.7;0.89;332830350;0.815;34.0;0.9955;17.0;12.3
2024-07-18T09:10:29.271741+UTC;13.8;6;0.093;3.02;0.67;3.0;0.93;3933031279;0.49;15.0;0.9986;6.0;12.0
2024-07-18T09:10:29.271741+UTC;9.6;6;0.089;3.11;0.31;2.8;0.92;3349940811;0.56;46.0;0.9979;15.0;10.0
2024-07-18T09:10:29.271741+UTC;9.1;6;0.093;3.36;0.0;2.6;0.86;325300876;0.785;28.0;0.9994;11.0;9.4
2024-07-18T09:10:29.271741+UTC;10.7;6;0.107;3.28;0.22;2.7;0.98;3319282779;0.67;34.0;1.0004;17.0;9.9
2024-07-18T09:10:29.271741+UTC;9.1;6;0.096;3.35;0.0;2.6;0.83;4015276693;0.795;26.0;0.9994;11.0;9.4
2024-07-18T09:10:29.271741+UTC;7.7;5;0.09;3.27;0.0;2.4;0.73;2239271169;0.665;19.0;0.9974;8.0;9.3
2024-07-18T09:10:29.271741+UTC;13.5;5;0.12;3.18;0.79;4.8;0.77;641244843;0.53;77.0;1.0018;23.0;13.0
2024-07-18T09:10:29.271741+UTC;6.1;6;0.066;3.25;0.4;1.4;0.59;1311165972;0.21;165.0;0.9912;40.5;11.9
2024-07-18T09:10:29.271741+UTC;6.7;6;0.078;3.55;0.01;2.4;0.61;4228715590;0.75;32.0;0.9955;17.0;12.8
2024-07-18T09:10:29.271741+UTC;11.5;5;0.08;3.26;0.52;3.0;0.88;2726749761;0.41;55.0;1.0001;29.0;11.0
2024-07-18T09:10:29.271741+UTC;10.5;7;0.116;3.24;0.66;2.95;0.75;3158746138;0.42;29.0;0.997;12.0;11.7
2024-07-18T09:10:29.271741+UTC;11.9;7;0.109;3.15;0.66;3.1;0.85;1497690982;0.43;23.0;1.0;10.0;10.4
2024-07-18T09:10:29.271741+UTC;12.6;6;0.088;3.17;0.66;2.6;0.68;3317476232;0.38;41.0;1.001;10.0;9.8
2024-07-18T09:10:29.271741+UTC;8.2;5;0.099;3.19;0.23;2.0;0.7;689323550;0.7;81.0;0.9973;14.0;9.4
2024-07-18T09:10:29.271741+UTC;8.6;6;0.086;3.37;0.31;2.6;0.91;2686893335;0.45;50.0;0.9982;21.0;9.9
2024-07-18T09:10:29.271741+UTC;11.9;5;0.072;3.05;0.66;2.5;0.56;1205513350;0.58;37.0;0.9992;6.0;10.0
2024-07-18T09:10:29.271741+UTC;12.5;5;0.071;2.99;0.63;2.0;0.87;4241515012;0.46;15.0;0.9988;6.0;10.2
2024-07-18T09:10:29.271741+UTC;12.8;7;0.083;3.07;0.66;5.8;0.73;2891263071;0.615;42.0;1.0022;7.0;10.0
2024-07-18T09:10:29.271741+UTC;10.0;6;0.107;3.26;0.5;3.4;0.93;1758864160;0.42;21.0;0.9979;7.0;11.8
2024-07-18T09:10:29.271741+UTC;12.8;7;0.083;3.07;0.66;5.8;0.73;2891263071;0.615;42.0;1.0022;7.0;10.0
2024-07-18T09:10:29.271741+UTC;10.4;5;0.076;3.16;0.61;2.6;0.69;1907087152;0.575;24.0;1.0;11.0;9.0
2024-07-18T09:10:29.271741+UTC;10.3;5;0.159;3.18;0.52;2.8;0.64;235094604;0.34;75.0;0.9998;15.0;9.4
2024-07-18T09:10:29.271741+UTC;9.4;7;0.074;3.2;0.53;2.4;1.13;1673988073;0.27;18.0;0.9962;6.0;12.0
2024-07-18T09:10:29.271741+UTC;6.9;5;0.063;3.57;0.02;2.3;0.78;3735301783;0.765;63.0;0.9975;35.0;9.9
2024-07-18T09:10:29.271741+UTC;7.9;6;0.056;3.32;0.4;1.6;0.87;3640645619;0.24;25.0;0.9967;11.0;8.7
2024-07-18T09:10:29.271741+UTC;9.1;6;0.067;3.32;0.48;1.8;1.04;1944247693;0.28;46.0;0.9967;26.0;10.6
2024-07-18T09:10:29.271741+UTC;7.4;5;0.106;3.05;0.22;2.2;0.63;413557689;0.55;72.0;0.9959;12.0;9.2
2024-07-18T09:10:29.271741+UTC;14.0;6;0.089;3.01;0.63;3.8;0.81;2365182316;0.41;47.0;1.0014;6.0;10.8
2024-07-18T09:10:29.271741+UTC;11.5;7;0.124;3.01;0.71;4.4;0.83;2529036567;0.54;15.0;0.9984;6.0;11.8
2024-07-18T09:10:29.271741+UTC;11.5;6;0.078;3.26;0.5;3.0;1.11;1307021937;0.45;47.0;1.0003;19.0;11.0
2024-07-18T09:10:29.271741+UTC;9.4;7;0.074;3.2;0.53;2.4;1.13;1673988073;0.27;18.0;0.9962;6.0;12.0
2024-07-18T09:10:29.271741+UTC;11.4;6;0.088;3.11;0.66;6.2;0.99;1086192509;0.625;24.0;0.9988;6.0;13.3
2024-07-18T09:10:29.271741+UTC;8.3;6;0.094;3.31;0.38;2.5;0.7;1513580919;0.42;60.0;0.9979;24.0;10.8
2024-07-18T09:10:29.271741+UTC;8.3;6;0.08;3.21;0.42;2.0;0.8;516105417;0.26;27.0;0.9974;11.0;9.4
2024-07-18T09:10:29.271741+UTC;13.7;6;0.085;3.06;0.68;2.9;0.8;4202056587;0.415;43.0;1.0014;17.0;10.0
2024-07-18T09:10:29.271741+UTC;8.3;6;0.08;3.21;0.42;2.0;0.8;516105417;0.26;27.0;0.9974;11.0;9.4
2024-07-18T09:10:29.271741+UTC;8.3;6;0.08;3.21;0.42;2.0;0.8;516105417;0.26;27.0;0.9974;11.0;9.4
2024-07-18T09:10:29.271741+UTC;7.7;5;0.087;3.42;0.28;2.1;0.74;2844772057;0.51;54.0;0.998;23.0;9.2
2024-07-18T09:10:29.271741+UTC;7.4;6;0.09;3.43;0.07;2.4;0.76;196722110;0.63;37.0;0.9979;11.0;9.7
