loaded_at;fixed acidity;quality;chlorides;pH;citric acid;residual sugar;sulphates;wine_id;volatile acidity;total sulfur dioxide;density;free sulfur dioxide;alcohol
2024-07-18T09:09:49.024145+UTC;7.2;6;0.048;3.05;0.35;14.5;0.47;384246449;0.21;178.0;0.9982;35.0;8.9
2024-07-18T09:09:49.024145+UTC;7.1;6;0.069;3.42;0.4;1.2;0.43;2438875039;0.21;156.0;0.9928;24.0;10.6
2024-07-18T09:09:49.024145+UTC;8.4;7;0.038;3.1;0.31;6.7;0.32;3309130129;0.17;132.0;0.9945;29.0;10.6
2024-07-18T09:09:49.024145+UTC;7.4;5;0.045;3.09;0.31;8.4;0.32;2285485468;0.24;183.0;0.9963;52.0;8.8
2024-07-18T09:09:49.024145+UTC;5.3;8;0.033;3.59;0.33;1.3;0.38;3258011826;0.24;97.0;0.9906;25.0;11.0
2024-07-18T09:09:49.024145+UTC;6.5;6;0.04;3.32;0.26;8.8;0.37;51671577;0.28;139.0;0.9956;44.0;10.2
2024-07-18T09:09:49.024145+UTC;6.3;7;0.035;3.36;0.21;5.1;0.33;659916566;0.23;142.0;0.9942;29.0;10.1
2024-07-18T09:09:49.024145+UTC;6.5;6;0.039;3.31;0.25;10.6;0.34;2816383720;0.29;120.0;0.9962;32.0;10.1
2024-07-18T09:09:49.024145+UTC;5.8;7;0.025;3.39;0.21;2.6;0.79;1827929693;0.29;120.0;0.9894;12.0;14.0
2024-07-18T09:09:49.024145+UTC;6.3;6;0.038;3.28;0.25;5.8;0.38;1994010719;0.27;155.0;0.995;52.0;9.4
2024-07-18T09:09:49.024145+UTC;6.3;6;0.028;3.27;0.42;2.8;0.43;761137889;0.17;107.0;0.9908;45.0;11.8
2024-07-18T09:09:49.024145+UTC;6.3;5;0.033;3.44;0.4;1.6;0.53;3246524369;0.16;148.0;0.9914;59.0;11.4
2024-07-18T09:09:49.024145+UTC;7.9;5;0.036;3.12;0.39;6.7;0.42;1707035013;0.29;117.0;0.9938;6.0;10.7
2024-07-18T09:09:49.024145+UTC;7.3;5;0.041;3.06;0.69;10.2;0.45;3647972643;0.31;160.0;0.9977;58.0;8.6
2024-07-18T09:09:49.024145+UTC;5.5;7;0.028;3.51;0.45;4.9;0.49;2295579457;0.32;191.0;0.9922;25.0;11.5
2024-07-18T09:09:49.024145+UTC;5.2;8;0.027;3.55;0.45;3.8;0.49;3249814032;0.24;128.0;0.992;21.0;11.2
2024-07-18T09:09:49.024145+UTC;7.2;7;0.029;3.3;0.15;2.0;0.59;2196358341;0.37;87.0;0.9903;27.0;12.6
2024-07-18T09:09:49.024145+UTC;6.1;7;0.024;3.21;0.27;1.7;0.51;4246736700;0.29;76.0;0.9893;13.0;12.6
2024-07-18T09:09:49.024145+UTC;9.2;4;0.054;3.04;0.4;2.4;0.46;81726731;0.22;151.0;0.9952;18.0;9.3
2024-07-18T09:09:49.024145+UTC;7.2;7;0.029;3.3;0.15;2.0;0.59;2196358341;0.37;87.0;0.9903;27.0;12.6
2024-07-18T09:09:49.024145+UTC;8.0;6;0.04;3.06;0.37;1.3;0.61;547714549;0.18;96.0;0.9912;15.0;12.1
2024-07-18T09:09:49.024145+UTC;6.5;6;0.053;3.52;0.34;12.0;0.44;3387550945;0.22;177.0;0.9983;55.0;9.9
2024-07-18T09:09:49.024145+UTC;7.4;5;0.047;3.28;0.4;1.6;0.44;1552985053;0.18;102.0;0.9937;22.0;10.7
2024-07-18T09:09:49.024145+UTC;6.5;4;0.047;3.26;0.17;1.4;0.32;3657420052;0.52;26.0;0.9932;5.0;10.0
2024-07-18T09:09:49.024145+UTC;7.0;8;0.047;3.13;0.38;2.2;0.39;4263240210;0.15;96.0;0.9928;33.0;10.4
2024-07-18T09:09:49.024145+UTC;5.9;5;0.04;3.29;0.13;1.4;0.52;482775345;0.415;64.0;0.9922;11.0;10.5
2024-07-18T09:09:49.024145+UTC;8.1;5;0.037;3.31;0.34;8.3;0.64;1354974647;0.45;216.0;0.9976;33.0;9.7
2024-07-18T09:09:49.024145+UTC;5.8;5;0.04;3.29;0.13;1.4;0.52;1400154391;0.415;64.0;0.9922;11.0;10.5
2024-07-18T09:09:49.024145+UTC;6.4;5;0.042;3.28;0.16;12.9;0.33;2685387968;0.5;138.0;0.9974;26.0;9.0
2024-07-18T09:09:49.024145+UTC;6.7;6;0.051;3.54;0.32;12.4;0.45;8367547;0.105;106.0;0.998;34.0;9.2
2024-07-18T09:09:49.024145+UTC;6.0;6;0.047;3.17;0.3;1.6;0.48;3884808091;0.4;117.0;0.9931;30.0;10.1
2024-07-18T09:09:49.024145+UTC;6.6;7;0.04;3.35;0.39;1.45;0.4;1981364095;0.25;89.0;0.9911;40.0;11.4
2024-07-18T09:09:49.024145+UTC;9.8;5;0.042;2.93;0.45;1.6;0.46;2127573831;0.36;124.0;0.9944;11.0;10.8
2024-07-18T09:09:49.024145+UTC;9.6;5;0.044;2.96;0.4;1.5;0.49;3692366380;0.23;135.0;0.9937;19.0;10.9
2024-07-18T09:09:49.024145+UTC;6.3;6;0.047;3.2;0.45;13.0;0.46;1609613497;0.55;182.0;0.9974;33.0;9.2
2024-07-18T09:09:49.024145+UTC;6.5;7;0.038;3.12;0.29;1.95;0.25;1046740344;0.115;166.0;0.989;73.0;12.9
2024-07-18T09:09:49.024145+UTC;6.4;7;0.042;3.23;0.29;5.85;0.32;1148547998;0.125;99.0;0.992;24.0;12.0
2024-07-18T09:09:49.024145+UTC;5.7;5;0.047;3.27;0.27;1.3;0.46;3849876233;0.1;100.0;0.9928;21.0;9.5
2024-07-18T09:09:49.024145+UTC;7.9;7;0.031;3.06;0.29;5.3;0.32;7098799;0.25;117.0;0.9918;33.0;11.8
2024-07-18T09:09:49.024145+UTC;6.9;6;0.048;3.19;0.28;1.2;0.43;3728594488;0.2;159.0;0.9936;36.0;9.1
2024-07-18T09:09:49.024145+UTC;6.9;6;0.047;3.2;0.34;4.0;0.52;768071636;0.23;128.0;0.9944;24.0;9.7
2024-07-18T09:09:49.024145+UTC;6.8;5;0.043;3.17;0.31;14.35;0.54;749775721;0.39;162.0;0.9988;28.0;9.1
2024-07-18T09:09:49.024145+UTC;8.7;5;0.053;2.99;0.42;2.3;0.43;2889254017;0.22;114.0;0.994;27.0;10.0
2024-07-18T09:09:49.024145+UTC;7.4;5;0.042;3.25;0.34;4.7;0.42;3698130937;0.41;127.0;0.9953;19.0;10.4
2024-07-18T09:09:49.024145+UTC;6.7;6;0.048;3.44;0.34;12.85;0.47;4263369342;0.25;161.0;0.9986;30.0;9.5
2024-07-18T09:09:49.024145+UTC;6.0;8;0.027;3.4;0.42;5.2;0.4;1364114489;0.26;178.0;0.9914;70.0;12.3
2024-07-18T09:09:49.024145+UTC;6.1;8;0.031;3.42;0.37;8.4;0.4;521732267;0.31;170.0;0.9934;70.0;11.7
2024-07-18T09:09:49.024145+UTC;9.2;5;0.058;3.14;0.46;3.2;0.58;1731751856;0.28;133.0;0.996;39.0;9.5
2024-07-18T09:09:49.024145+UTC;9.0;5;0.034;2.99;0.49;6.9;0.34;1782491516;0.31;91.0;0.9937;26.0;11.5
2024-07-18T09:09:49.024145+UTC;8.5;6;0.076;3.14;0.33;1.0;0.46;1913298587;0.16;57.0;0.9921;17.0;10.6
2024-07-18T09:09:49.024145+UTC;9.3;5;0.052;3.17;0.49;7.3;0.61;812312783;0.34;146.0;0.998;30.0;10.2
2024-07-18T09:09:49.024145+UTC;9.2;5;0.058;3.14;0.46;3.2;0.58;1731751856;0.28;133.0;0.996;39.0;9.5
2024-07-18T09:09:49.024145+UTC;7.2;5;0.048;3.25;0.3;1.6;0.45;691009862;0.24;131.0;0.9933;27.0;10.5
2024-07-18T09:09:49.024145+UTC;7.2;5;0.047;3.26;0.32;1.5;0.44;384360489;0.25;132.0;0.9933;27.0;10.5
2024-07-18T09:09:49.024145+UTC;6.8;5;0.041;3.14;0.18;7.5;0.41;2094077427;0.32;223.0;0.9959;71.0;8.9
2024-07-18T09:09:49.024145+UTC;9.1;5;0.031;3.03;0.32;1.1;0.41;3394186221;0.27;151.0;0.9936;15.0;10.6
2024-07-18T09:09:49.024145+UTC;8.9;5;0.041;3.17;0.32;1.3;0.49;956131186;0.34;188.0;0.9953;12.0;9.5
2024-07-18T09:09:49.024145+UTC;7.0;6;0.025;3.2;0.37;5.7;0.49;3246108262;0.17;111.0;0.9938;29.0;10.8
2024-07-18T09:09:49.024145+UTC;6.7;5;0.038;3.14;0.23;7.2;0.35;3235080378;0.25;220.0;0.9952;61.0;9.5
2024-07-18T09:09:49.024145+UTC;6.9;5;0.042;3.13;0.17;7.6;0.4;800945130;0.32;219.0;0.9959;69.0;8.9
2024-07-18T09:09:49.024145+UTC;6.8;5;0.041;3.14;0.18;7.5;0.41;2094077427;0.32;223.0;0.9959;71.0;8.9
2024-07-18T09:09:49.024145+UTC;6.1;4;0.042;3.31;0.0;1.3;0.38;947812027;0.6;79.0;0.9937;24.0;9.4
2024-07-18T09:09:49.024145+UTC;5.3;6;0.035;3.5;0.07;1.3;0.35;4195507807;0.395;102.0;0.992;26.0;10.6
2024-07-18T09:09:49.024145+UTC;7.9;4;0.037;3.47;0.3;4.8;0.44;3075765707;0.16;171.0;0.9967;37.0;9.0
2024-07-18T09:09:49.024145+UTC;7.6;4;0.034;3.42;0.36;2.1;0.48;3433476116;0.33;172.0;0.9944;26.0;10.5
2024-07-18T09:09:49.024145+UTC;7.8;6;0.054;3.16;0.29;16.85;0.38;2481544266;0.3;135.0;0.9998;23.0;9.0
2024-07-18T09:09:49.024145+UTC;7.8;6;0.054;3.16;0.29;16.85;0.38;2481544266;0.3;135.0;0.9998;23.0;9.0
2024-07-18T09:09:49.024145+UTC;5.7;6;0.201;3.27;0.27;4.1;0.38;2807397789;0.26;189.5;0.9942;73.5;9.4
2024-07-18T09:09:49.024145+UTC;7.8;6;0.054;3.16;0.29;16.85;0.38;2481544266;0.3;135.0;0.9998;23.0;9.0
2024-07-18T09:09:49.024145+UTC;7.5;6;0.055;3.29;0.34;1.3;0.8;1470598469;0.14;153.0;0.9945;50.0;9.6
2024-07-18T09:09:49.024145+UTC;7.8;6;0.054;3.16;0.29;16.85;0.38;2481544266;0.3;135.0;0.9998;23.0;9.0
2024-07-18T09:09:49.024145+UTC;6.6;7;0.043;3.15;0.41;7.4;0.6;601641798;0.25;151.0;0.9946;29.0;10.2
2024-07-18T09:09:49.024145+UTC;5.7;6;0.201;3.27;0.27;4.1;0.38;2807397789;0.26;189.5;0.9942;73.5;9.4
2024-07-18T09:09:49.024145+UTC;8.2;6;0.057;3.07;0.49;0.9;0.38;2033040799;0.23;73.0;0.9928;15.0;10.4
2024-07-18T09:09:49.024145+UTC;6.0;5;0.03;3.52;0.32;6.3;0.41;1596968662;0.24;129.0;0.9946;34.0;10.4
2024-07-18T09:09:49.024145+UTC;6.1;5;0.039;3.23;0.27;0.8;0.32;3314088027;0.45;82.0;0.9927;13.0;9.5
2024-07-18T09:09:49.024145+UTC;7.4;6;0.044;3.22;0.43;1.4;0.62;1977653240;0.23;113.0;0.9938;22.0;10.6
2024-07-18T09:09:49.024145+UTC;7.2;5;0.037;3.21;0.38;1.0;0.37;2727459510;0.2;74.0;0.9918;21.0;11.0
2024-07-18T09:09:49.024145+UTC;7.5;6;0.055;3.29;0.34;1.3;0.8;1470598469;0.14;153.0;0.9945;50.0;9.6
2024-07-18T09:09:49.024145+UTC;7.7;6;0.062;3.38;0.43;4.5;0.5;971993945;0.25;115.0;0.9966;20.0;9.9
2024-07-18T09:09:49.024145+UTC;8.2;5;0.03;3.14;0.45;5.4;0.34;3959987908;0.61;118.0;0.9954;15.0;9.6
2024-07-18T09:09:49.024145+UTC;7.6;6;0.036;3.01;0.44;1.9;0.7;644800113;0.21;119.0;0.9913;10.0;12.8
2024-07-18T09:09:49.024145+UTC;7.4;5;0.045;3.42;0.33;2.0;0.55;4144605400;0.22;101.0;0.9931;31.0;11.4
2024-07-18T09:09:49.024145+UTC;7.2;6;0.036;3.41;0.26;12.7;0.5;1975123822;0.26;214.0;0.9986;49.0;10.0
2024-07-18T09:09:49.024145+UTC;6.4;5;0.042;3.0;0.41;8.6;0.44;29317912;0.25;173.0;0.9965;57.0;9.1
2024-07-18T09:09:49.024145+UTC;6.3;7;0.039;3.36;0.35;11.1;0.5;2239727919;0.32;198.0;0.9984;29.0;9.4
2024-07-18T09:09:49.024145+UTC;6.8;6;0.042;3.46;0.29;2.0;0.54;1304699833;0.25;189.0;0.9952;19.0;10.2
2024-07-18T09:09:49.024145+UTC;9.8;5;0.036;2.97;0.4;2.8;0.39;3256399677;0.44;167.0;0.9956;35.0;9.2
2024-07-18T09:09:49.024145+UTC;7.2;5;0.044;3.23;0.25;4.5;0.36;1299149791;0.2;109.0;0.9949;31.0;9.4
2024-07-18T09:09:49.024145+UTC;8.2;5;0.03;3.14;0.45;5.4;0.34;3959987908;0.61;118.0;0.9954;15.0;9.6
2024-07-18T09:09:49.024145+UTC;7.5;6;0.029;3.12;0.45;9.1;0.36;454891175;0.42;125.0;0.996;20.0;10.1
2024-07-18T09:09:49.024145+UTC;7.4;5;0.045;3.42;0.33;2.0;0.55;4144605400;0.22;101.0;0.9931;31.0;11.4
2024-07-18T09:09:49.024145+UTC;6.4;6;0.025;3.21;0.3;2.2;0.47;2395334341;0.26;134.0;0.992;33.0;10.6
2024-07-18T09:09:49.024145+UTC;7.9;7;0.033;3.18;0.32;4.1;0.44;3681244031;0.46;138.0;0.9912;40.0;12.8
2024-07-18T09:09:49.024145+UTC;6.5;5;0.065;3.12;0.64;11.8;0.51;1372405608;0.41;225.0;0.9978;65.0;8.9
2024-07-18T09:09:49.024145+UTC;7.5;5;0.048;3.09;0.37;1.2;0.43;4012022632;0.32;184.0;0.9938;22.0;9.3
2024-07-18T09:09:49.024145+UTC;6.6;8;0.026;3.25;0.38;2.2;0.4;2034735976;0.21;104.0;0.9914;40.0;11.1
2024-07-18T09:09:49.024145+UTC;7.1;6;0.037;3.13;0.3;1.4;0.33;209041563;0.21;143.0;0.9932;45.0;9.9
2024-07-18T09:09:49.024145+UTC;7.6;5;0.068;3.1;0.47;1.6;0.45;2934242527;0.26;55.0;0.9944;5.0;9.6
2024-07-18T09:09:49.024145+UTC;7.6;6;0.036;3.01;0.44;1.9;0.7;644800113;0.21;119.0;0.9913;10.0;12.8
2024-07-18T09:09:49.024145+UTC;6.9;7;0.024;3.16;0.26;5.2;0.72;362905273;0.25;135.0;0.9948;36.0;10.7
2024-07-18T09:09:49.024145+UTC;7.1;6;0.074;2.96;0.32;14.45;0.42;2268155055;0.26;107.0;0.998;29.0;9.2
2024-07-18T09:09:49.024145+UTC;7.3;7;0.042;3.36;0.4;14.75;0.41;3491667442;0.22;129.5;0.9998;44.5;9.1
2024-07-18T09:09:49.024145+UTC;6.2;6;0.025;3.33;0.22;8.3;0.6;4257734786;0.37;216.0;0.9964;36.0;9.6
2024-07-18T09:09:49.024145+UTC;7.9;6;0.038;3.03;0.45;14.2;0.46;4151911262;0.22;141.0;0.9992;53.0;9.2
2024-07-18T09:09:49.024145+UTC;6.9;7;0.024;3.16;0.26;5.2;0.72;362905273;0.25;135.0;0.9948;36.0;10.7
2024-07-18T09:09:49.024145+UTC;7.3;7;0.042;3.36;0.4;14.75;0.41;3491667442;0.22;129.5;0.9998;44.5;9.1
2024-07-18T09:09:49.024145+UTC;7.1;6;0.074;2.96;0.32;14.45;0.42;2268155055;0.26;107.0;0.998;29.0;9.2
2024-07-18T09:09:49.024145+UTC;7.4;7;0.02;3.0;0.37;6.9;0.48;104959714;0.25;93.0;0.9939;14.0;10.7
2024-07-18T09:09:49.024145+UTC;6.8;6;0.027;3.3;0.37;1.5;0.45;973184806;0.18;93.0;0.992;37.0;10.8
2024-07-18T09:09:49.024145+UTC;7.0;7;0.028;3.3;0.37;1.5;0.46;690263587;0.17;75.0;0.9922;26.0;10.8
2024-07-18T09:09:49.024145+UTC;6.4;5;0.046;3.1;0.38;7.8;0.37;3544816257;0.3;192.0;0.9955;35.0;9.0
2024-07-18T09:09:49.024145+UTC;5.0;6;0.049;3.48;0.16;1.5;0.44;3127459039;0.33;97.0;0.9917;10.0;10.7
2024-07-18T09:09:49.024145+UTC;5.0;6;0.049;3.48;0.16;1.5;0.44;3127459039;0.33;97.0;0.9917;10.0;10.7
2024-07-18T09:09:49.024145+UTC;8.9;5;0.047;3.19;0.32;1.5;0.46;1340124717;0.33;200.0;0.9954;11.0;9.4
2024-07-18T09:09:49.024145+UTC;7.0;6;0.037;2.94;0.46;15.55;0.35;1575152947;0.26;171.0;0.9986;61.0;8.8
2024-07-18T09:09:49.024145+UTC;6.4;5;0.046;3.1;0.38;7.8;0.37;3544816257;0.3;192.0;0.9955;35.0;9.0
2024-07-18T09:09:49.024145+UTC;6.3;6;0.031;3.42;0.4;1.7;0.49;1274391138;0.21;134.0;0.9917;48.0;11.5
2024-07-18T09:09:49.024145+UTC;8.0;6;0.03;3.23;0.46;1.5;0.47;849163531;0.23;125.0;0.9907;30.0;12.5
2024-07-18T09:09:49.024145+UTC;9.2;6;0.042;2.96;0.41;1.0;0.25;2194374779;0.28;59.0;0.9922;14.0;10.5
2024-07-18T09:09:49.024145+UTC;7.3;5;0.064;3.29;0.39;6.7;0.3;3203251649;0.27;188.0;0.9958;28.0;9.7
2024-07-18T09:09:49.024145+UTC;7.6;6;0.04;3.23;0.36;1.6;0.52;2507836267;0.32;155.0;0.993;32.0;11.3
2024-07-18T09:09:49.024145+UTC;5.0;6;0.049;3.48;0.16;1.5;0.44;3127459039;0.33;97.0;0.9917;10.0;10.7
2024-07-18T09:09:49.024145+UTC;9.7;6;0.033;2.74;0.45;1.2;0.47;2802756379;0.24;59.0;0.9926;11.0;10.8
2024-07-18T09:09:49.024145+UTC;8.0;5;0.045;3.17;0.42;7.1;0.43;1997260504;0.28;169.0;0.9959;41.0;10.6
2024-07-18T09:09:49.024145+UTC;8.2;8;0.034;3.04;0.36;1.0;0.32;2319630663;0.37;93.0;0.9906;17.0;11.7
2024-07-18T09:09:49.024145+UTC;8.0;5;0.301;2.94;0.38;12.1;0.48;1629355283;0.61;220.0;0.9993;24.0;9.2
2024-07-18T09:09:49.024145+UTC;7.2;8;0.027;3.02;0.44;7.1;0.34;1306847283;0.26;126.0;0.993;25.0;11.1
2024-07-18T09:09:49.024145+UTC;8.2;8;0.034;3.04;0.36;1.0;0.32;2319630663;0.37;93.0;0.9906;17.0;11.7
2024-07-18T09:09:49.024145+UTC;6.4;6;0.044;3.33;0.33;1.15;0.44;2402093896;0.23;217.5;0.992;15.5;11.0
2024-07-18T09:09:49.024145+UTC;5.9;7;0.034;3.51;0.32;6.0;0.58;3834125816;0.4;127.0;0.992;50.0;12.5
2024-07-18T09:09:49.024145+UTC;7.6;6;0.038;3.16;0.39;1.2;0.67;758484412;0.28;115.0;0.994;21.0;10.0
2024-07-18T09:09:49.024145+UTC;8.0;5;0.045;3.17;0.42;7.1;0.43;1997260504;0.28;169.0;0.9959;41.0;10.6
2024-07-18T09:09:49.024145+UTC;7.2;7;0.033;3.26;0.39;2.3;0.54;2527728624;0.23;102.0;0.9908;29.0;12.3
2024-07-18T09:09:49.024145+UTC;6.8;6;0.023;3.14;0.37;3.4;0.53;1165161448;0.32;87.0;0.9902;19.0;12.7
2024-07-18T09:09:49.024145+UTC;7.2;7;0.033;3.26;0.39;2.3;0.54;2527728624;0.23;102.0;0.9908;29.0;12.3
2024-07-18T09:09:49.024145+UTC;6.9;5;0.039;3.1;0.38;6.5;0.42;638122867;0.18;110.0;0.9943;20.0;10.5
2024-07-18T09:09:49.024145+UTC;9.4;6;0.047;3.23;0.53;1.2;0.28;2708515717;0.26;109.0;0.9921;25.0;12.5
2024-07-18T09:09:49.024145+UTC;8.3;3;0.033;3.2;0.42;1.15;0.32;1606107599;0.33;96.0;0.9911;18.0;12.4
2024-07-18T09:09:49.024145+UTC;7.3;6;0.043;3.06;0.3;13.0;0.41;1324190381;0.29;238.0;0.9986;46.0;8.7
2024-07-18T09:09:49.024145+UTC;7.9;7;0.03;3.17;0.37;4.5;0.54;2119603510;0.41;114.0;0.992;40.0;12.4
2024-07-18T09:09:49.024145+UTC;7.9;7;0.033;3.16;0.37;5.85;0.54;4132854168;0.44;93.0;0.992;27.0;12.6
2024-07-18T09:09:49.024145+UTC;7.7;6;0.037;3.38;0.3;5.2;0.44;3822901140;0.39;131.0;0.9943;29.0;11.0
2024-07-18T09:09:49.024145+UTC;7.7;6;0.043;3.42;0.31;1.3;0.5;3593138967;0.26;155.0;0.9937;47.0;10.1
2024-07-18T09:09:49.024145+UTC;7.8;5;0.036;3.03;0.31;1.7;0.48;834997035;0.32;195.0;0.993;46.0;10.5
2024-07-18T09:09:49.024145+UTC;6.8;6;0.023;3.14;0.37;3.4;0.53;1165161448;0.32;87.0;0.9902;19.0;12.7
2024-07-18T09:09:49.024145+UTC;7.3;5;0.024;3.17;0.39;3.6;0.51;2659823364;0.24;116.0;0.9928;35.0;10.9
2024-07-18T09:09:49.024145+UTC;7.1;7;0.041;3.07;0.37;2.7;0.43;2218175430;0.44;128.0;0.9896;35.0;13.5
2024-07-18T09:09:49.024145+UTC;10.3;5;0.042;3.19;0.48;2.2;0.59;3204083241;0.25;164.0;0.998;28.0;9.7
2024-07-18T09:09:49.024145+UTC;7.9;6;0.041;3.45;0.28;1.8;0.43;43404230;0.14;178.0;0.9954;44.0;9.2
2024-07-18T09:09:49.024145+UTC;7.4;7;0.036;3.4;0.42;2.1;0.41;2962106211;0.18;187.0;0.9938;33.0;10.6
2024-07-18T09:09:49.024145+UTC;8.1;7;0.033;2.98;0.42;6.6;0.39;3388360280;0.43;141.0;0.9918;36.0;13.3
2024-07-18T09:09:49.024145+UTC;7.1;7;0.041;3.07;0.37;2.7;0.43;2218175430;0.44;128.0;0.9896;35.0;13.5
2024-07-18T09:09:49.024145+UTC;6.4;5;0.037;3.29;0.22;5.1;0.32;2638134427;0.26;131.0;0.9944;23.0;10.1
2024-07-18T09:09:49.024145+UTC;8.0;4;0.042;2.92;0.72;17.55;0.68;3099421568;0.66;233.0;0.9999;62.0;9.4
2024-07-18T09:09:49.024145+UTC;8.0;7;0.055;3.18;0.4;5.2;0.4;1312660296;0.2;167.0;0.9953;41.0;10.6
2024-07-18T09:09:49.024145+UTC;7.2;6;0.046;3.25;0.34;1.1;0.4;319275681;0.21;80.0;0.992;25.0;11.3
2024-07-18T09:09:49.024145+UTC;7.2;7;0.045;3.32;0.31;1.1;0.4;75944927;0.18;73.0;0.9925;20.0;10.8
2024-07-18T09:09:49.024145+UTC;8.4;5;0.051;3.15;0.44;10.7;0.51;786906092;0.57;195.0;0.9981;46.0;10.4
2024-07-18T09:09:49.024145+UTC;5.3;7;0.034;3.82;0.23;5.15;0.51;2876182191;0.26;160.0;0.9952;48.0;10.5
2024-07-18T09:09:49.024145+UTC;5.7;5;0.049;3.13;0.33;1.1;0.42;2726136645;0.245;150.0;0.9927;28.0;9.3
2024-07-18T09:09:49.024145+UTC;5.6;6;0.047;3.12;0.32;1.1;0.42;960157803;0.245;152.0;0.9927;24.0;9.3
2024-07-18T09:09:49.024145+UTC;7.3;7;0.037;3.29;0.41;1.8;0.39;3299056654;0.25;165.0;0.9911;52.0;12.2
2024-07-18T09:09:49.024145+UTC;7.0;5;0.138;3.08;0.73;1.0;0.3;176216934;0.16;150.0;0.9936;58.0;9.2
2024-07-18T09:09:49.024145+UTC;6.4;6;0.057;3.81;0.34;1.8;0.57;2574904937;0.22;104.0;0.9959;29.0;10.3
2024-07-18T09:09:49.024145+UTC;7.3;6;0.046;3.33;0.65;1.4;0.62;1573536350;0.18;157.0;0.9946;28.0;9.4
2024-07-18T09:09:49.024145+UTC;6.4;6;0.036;3.28;0.27;6.7;0.35;638446599;0.17;223.0;0.9948;88.0;10.2
2024-07-18T09:09:49.024145+UTC;6.9;6;0.034;3.08;0.16;6.8;0.39;600372275;0.29;212.0;0.9955;65.0;9.0
2024-07-18T09:09:49.024145+UTC;6.2;6;0.036;3.06;0.38;6.8;0.36;1708092693;0.21;245.0;0.9951;64.0;9.3
2024-07-18T09:09:49.024145+UTC;6.4;6;0.037;3.06;0.3;7.1;0.34;3897699194;0.23;236.0;0.9952;63.0;9.2
2024-07-18T09:09:49.024145+UTC;7.3;6;0.05;3.32;0.68;1.5;0.64;1315268200;0.19;156.0;0.9946;31.0;9.4
2024-07-18T09:09:49.024145+UTC;7.3;6;0.046;3.33;0.65;1.4;0.62;1573536350;0.18;157.0;0.9946;28.0;9.4
2024-07-18T09:09:49.024145+UTC;9.6;6;0.039;2.92;0.46;1.45;0.46;619961082;0.29;223.0;0.9944;77.5;9.5
2024-07-18T09:09:49.024145+UTC;7.2;5;0.036;3.46;0.35;1.2;0.39;798217282;0.14;73.0;0.9938;15.0;9.9
2024-07-18T09:09:49.024145+UTC;6.9;7;0.059;3.46;0.34;7.4;0.62;2659117888;0.31;174.0;0.9963;36.0;11.1
2024-07-18T09:09:49.024145+UTC;7.5;8;0.028;2.99;0.34;4.2;0.41;2669603132;0.28;116.0;0.991;36.0;12.3
2024-07-18T09:09:49.024145+UTC;8.0;7;0.044;3.21;0.42;14.6;0.69;739902899;0.22;163.0;1.0003;45.0;8.6
2024-07-18T09:09:49.024145+UTC;7.6;5;0.04;3.04;0.29;10.5;0.35;3746820010;0.31;145.0;0.9966;21.0;9.4
2024-07-18T09:09:49.024145+UTC;8.4;6;0.048;3.07;0.56;13.8;0.58;1784013880;0.35;190.0;0.9993;55.0;9.4
2024-07-18T09:09:49.024145+UTC;8.0;7;0.044;3.21;0.42;14.6;0.69;739902899;0.22;163.0;1.0003;45.0;8.6
2024-07-18T09:09:49.024145+UTC;8.1;5;0.037;3.21;0.47;1.1;0.42;1250096724;0.5;126.0;0.9938;23.0;10.9
2024-07-18T09:09:49.024145+UTC;7.0;5;0.169;3.2;0.31;5.3;0.48;1044113215;0.39;162.0;0.9965;32.0;9.4
2024-07-18T09:09:49.024145+UTC;8.1;5;0.037;3.21;0.47;1.1;0.42;1250096724;0.5;126.0;0.9938;23.0;10.9
2024-07-18T09:09:49.024145+UTC;8.4;6;0.048;3.07;0.56;13.8;0.58;1784013880;0.35;190.0;0.9993;55.0;9.4
2024-07-18T09:09:49.024145+UTC;6.2;6;0.064;3.22;0.27;1.5;0.46;2852375602;0.22;132.0;0.9938;20.0;9.2
2024-07-18T09:09:49.024145+UTC;8.0;7;0.044;3.21;0.42;14.6;0.69;739902899;0.22;163.0;1.0003;45.0;8.6
2024-07-18T09:09:49.024145+UTC;7.6;5;0.04;3.04;0.29;10.5;0.35;3746820010;0.31;145.0;0.9966;21.0;9.4
2024-07-18T09:09:49.024145+UTC;7.0;6;0.083;3.33;0.36;4.9;0.37;2301433647;0.24;133.0;0.9942;10.0;10.8
2024-07-18T09:09:49.024145+UTC;6.6;6;0.025;3.29;0.3;1.9;0.62;2363174705;0.27;153.0;0.9928;14.0;10.5
2024-07-18T09:09:49.024145+UTC;7.8;6;0.026;3.02;0.41;1.7;0.78;2160352035;0.16;140.0;0.991;29.0;12.5
2024-07-18T09:09:49.024145+UTC;7.7;7;0.028;2.99;0.34;1.8;0.48;2813845881;0.27;168.0;0.9911;26.0;12.1
2024-07-18T09:09:49.024145+UTC;7.4;5;0.039;3.02;0.74;10.7;0.43;1850407993;0.31;147.0;0.9977;51.0;8.7
2024-07-18T09:09:49.024145+UTC;8.0;8;0.026;3.07;0.36;8.8;0.25;3473213618;0.45;151.0;0.9927;50.0;12.7
2024-07-18T09:09:49.024145+UTC;7.7;7;0.028;2.99;0.34;1.8;0.48;2813845881;0.27;168.0;0.9911;26.0;12.1
